sentence_id,token,label
16,",",O
16,dergi,O
16,15,B-DATE
16,Nisan,I-DATE
16,2009'da,I-DATE
16,sekiz,O
16,",",O
16,5,O
16,şarkı,O
16,ile,O
16,piyasaya,O
16,sürüldü,O
16,.,O
17,Şubat,B-DATE
17,2007'de,I-DATE
17,ekibi,O
17,Yalovaspor'a,B-ORG
17,transfer,O
17,olarak,O
17,kez,O
17,seviye,O
17,ligde,O
17,forma,O
17,giydi,O
17,.,O
18,Sonraki,O
18,sezonda,O
18,kendine,O
18,dahada,O
18,geliştiren,O
18,Petit,B-PERSON
18,sayı,O
18,ve,O
18,rebound,O
18,ortalaması,O
18,ile,O
18,bir,O
18,kez,O
18,daha,O
18,okulunu,O
18,yaptı,O
18,ve,O
18,ve,O
18,seçildi,O
18,.,O
19,gerçekleşen,O
19,atletizm,O
19,dalında,O
19,bayrak,O
19,koşusunda,O
19,takım,O
19,arkadaşları,O
19,Patricia,B-PERSON
19,Jones,I-PERSON
19,",",O
19,Nancy,B-PERSON
19,MacKay,I-PERSON
19,ve,O
19,Diane,B-PERSON
19,Foster,I-PERSON
19,ile,O
19,birlikte,O
19,adına,O
19,bronz,O
19,madalyanın,O
19,sahibi,O
19,olmayı,O
19,başarmıştır,O
19,.,O
20,1970,B-DATE
20,yıllarında,I-DATE
20,olduğu,O
20,gibi,O
20,",",O
20,1997,B-DATE
20,senesinde,I-DATE
20,Kevin,B-PERSON
20,Keegan'ın,I-PERSON
20,yerine,O
20,Kenny,B-PERSON
20,Dalglish,I-PERSON
20,Newcastle,B-ORG
20,United,I-ORG
20,takımının,O
20,getirilmiş,O
20,.,O
21,Bu,O
21,arada,O
21,Beatrice,B-PERSON
21,ve,O
21,Benedickte,B-PERSON
21,birbirlerine,O
21,olan,O
21,duygularını,O
21,ifade,O
21,ederler,O
21,.,O
22,Rybolovlev'in,B-PERSON
22,finansal,O
22,desteği,O
22,ile,O
22,",",O
22,kulüp,O
22,2013,B-DATE
22,14,I-DATE
22,sezonu,O
22,için,O
22,",",O
22,Radamel,B-PERSON
22,Falcao,I-PERSON
22,",",O
22,Joo,B-PERSON
22,Moutinho,I-PERSON
22,",",O
22,James,B-PERSON
22,Rodrguez,I-PERSON
22,ve,O
22,Ricardo,B-PERSON
22,Carvalho,I-PERSON
22,dahil,O
22,olmak,O
22,üzere,O
22,birçok,O
22,üst,O
22,düzey,O
22,oyuncu,O
22,transferi,O
22,gerçekleştirdi,O
22,.,O
23,siperin,O
23,ele,O
23,geçirilmesi,O
23,ve,O
23,Hint,B-ORG
23,Tugayının,I-ORG
23,bu,O
23,siperlere,O
23,yerleşmesiyle,O
23,87.,B-ORG
23,İngiliz,I-ORG
23,Tugayı,I-ORG
23,ileri,O
23,harekatını,O
23,durduracak,O
23,",",O
23,en,O
23,geriden,O
23,gelen,O
23,86.,B-ORG
23,İngiliz,I-ORG
23,Tugayı,I-ORG
23,ilerleyerek,O
23,son,O
23,siperine,O
23,taarruz,O
23,edecektir,O
23,.,O
24,1302,B-DATE
24,1429,I-DATE
24,yılları,I-DATE
24,arasında,I-DATE
24,Banaz,B-PERSON
24,",",O
24,Germiyanoğulları,B-ORG
24,Beyliği'nin,I-ORG
24,idi,O
24,.,O
25,Bir,O
25,süre,O
25,sonra,O
25,354,B-DATE
25,ylında,I-DATE
25,Gallus,B-PERSON
25,idam,O
25,edildi,O
25,ve,O
25,Julianus,B-PERSON
25,da,O
25,kısa,O
25,süreliğine,O
25,hapse,O
25,atıldı,O
25,.,O
26,Richard,B-PERSON
26,Allen,I-PERSON
26,Jefferson,I-PERSON
26,",",O
26,NBA'de,B-ORG
26,Dallas,B-PERSON
26,Mavericks,I-PERSON
26,forması,O
26,giyen,O
26,.,O
27,1998,B-DATE
27,yılında,I-DATE
27,liseden,O
27,A,O
27,ile,O
27,mezun,O
27,olduktan,O
27,sonra,O
27,",",O
27,1992,B-DATE
27,ve,I-DATE
27,1998,I-DATE
27,yılları,I-DATE
27,arasında,I-DATE
27,futbol,O
27,oynarken,O
27,Münster,B-ORG
27,Üniversitesi'nde,I-ORG
27,Ekonomi,O
27,çalıştı,O
27,.,O
27,1999'da,B-DATE
27,",",O
27,bir,O
27,olan,O
27,Conny,B-PERSON
27,ile,O
27,evlendi,O
27,.,O
28,Haziran,B-DATE
28,2004'de,I-DATE
28,dağıtan,O
28,Sinema,B-ORG
28,Sanatları,I-ORG
28,ve,I-ORG
28,Bilimleri,I-ORG
28,Akademisi'ne,I-ORG
28,katılmak,O
28,için,O
28,davet,O
28,aldı,O
28,.,O
29,ya,O
29,da,O
29,",",O
29,milattan,B-DATE
29,önce,I-DATE
29,2.,I-DATE
29,yüzyılın,I-DATE
29,başlarında,I-DATE
29,Yeşu,B-PERSON
29,ben,I-PERSON
29,Sirak,I-PERSON
29,tarafından,O
29,yazılan,O
29,ahlaki,O
29,bir,O
29,öğreti,O
29,kitabıdır,O
29,.,O
30,Saint,B-ORG
30,Joseph,I-ORG
30,Fransız,I-ORG
30,Lisesi'nden,I-ORG
30,mezun,O
30,olduktan,O
30,sonra,O
30,",",O
30,İstanbul,B-ORG
30,Üniversitesi,I-ORG
30,Hukuk,I-ORG
30,Fakültesi'ni,I-ORG
30,bitirdi,O
30,.,O
31,Bu,O
31,episot,O
31,Talmud'un,B-PERSON
31,risalesinde,O
31,yer,O
31,alır,O
31,:,O
31,Balaam,B-PERSON
31,isimli,O
31,danışman,O
31,şeytani,O
31,bir,O
31,tavsiye,O
31,verip,O
31,ilk,O
31,doğan,O
31,erkek,O
31,çocuklarının,O
31,öldürülmesini,O
31,söyler,O
31,",",O
31,Yetro,B-PERSON
31,isimli,O
31,bir,O
31,başka,O
31,danışman,O
31,ise,O
31,hiçbir,O
31,şekilde,O
31,zarar,O
31,verilmemesi,O
31,gerektiğini,O
31,savunur,O
31,.,O
32,Long,B-PERSON
32,",",O
32,sırasında,O
32,ordusunda,O
32,görev,O
32,yaparken,O
32,öldürüldü,O
32,.,O
33,Roman,O
33,",",O
33,ana,O
33,karakter,O
33,Humbert,B-PERSON
33,Humbert'in,I-PERSON
33,su,O
33,pericikleri,O
33,adını,O
33,verdiği,O
33,ergenlik,O
33,çağındaki,O
33,genç,O
33,kızlara,O
33,karşı,O
33,cinsel,O
33,tutkusunu,O
33,konu,O
33,eder,O
33,.,O
34,Youth,B-PERSON
34,Novels,I-PERSON
34,",",O
34,şarkıcı,O
34,Lykke,B-PERSON
34,Li'nin,I-PERSON
34,stüdyo,O
34,albümü,O
34,.,O
35,İnşaatına,O
35,1981,B-DATE
35,yılında,I-DATE
35,başlanan,O
35,projenin,O
35,",",O
35,yerleşimcilerin,O
35,kıtaya,O
35,gelişinin,O
35,olan,O
35,",",O
35,yani,O
35,26,B-DATE
35,Ocak,I-DATE
35,1988,I-DATE
35,tarihine,O
35,yetiştirilmesi,O
35,",",O
35,projenin,O
35,maliyetinin,O
35,de,O
35,olması,O
35,hedeflendi,O
35,.,O
36,Bu,O
36,arada,O
36,Lamar,B-PERSON
36,",",O
36,2012,B-DATE
36,yılı,I-DATE
36,sonunda,O
36,HipHopDX,B-ORG
36,tarafından,O
36,"""",O
36,seçildi,O
36,.,O
37,Espanyol,B-ORG
37,forması,O
37,ile,O
37,maçta,O
37,gol,O
37,kaydetti,O
37,ve,O
37,2009,B-DATE
37,2010,I-DATE
37,sezonunda,I-DATE
37,tekrardan,O
37,Monaco'ya,B-ORG
37,döndü,O
37,.,O
38,Bon,B-PERSON
38,Jovi,I-PERSON
38,hayranları,O
38,arasında,O
38,bir,O
38,sembol,O
38,haline,O
38,gelen,O
38,albüm,O
38,kapağındaki,O
38,çatık,O
38,kaşlı,O
38,gülen,O
38,yüz,O
38,albümünün,O
38,temasını,O
38,oluşturmaktadır,O
38,.,O
39,Darren,B-PERSON
39,Aronofsky,I-PERSON
39,yaptığı,O
39,",",O
39,başrollerinde,O
39,Anthony,B-PERSON
39,Hopkins,I-PERSON
39,",",O
39,Russell,B-PERSON
39,Crowe,I-PERSON
39,",",O
39,Jennifer,B-PERSON
39,Connelly,I-PERSON
39,oynadığı,O
39,film,O
39,.,O
40,Daha,O
40,sonra,O
40,devam,O
40,eden,O
40,toplantılar,O
40,sonucunda,O
40,kişinin,O
40,kuruculuğu,O
40,ile,O
40,Gaziantepspor,B-ORG
40,Kulübü,I-ORG
40,1969,B-DATE
40,yılında,I-DATE
40,kuruldu,O
40,.,O
41,Mortimer,B-PERSON
41,"""",I-PERSON
41,ın,I-PERSON
41,yıllardır,O
41,kayıplara,O
41,karışmış,O
41,olan,O
41,katil,O
41,ruhlu,O
41,kardeşi,O
41,Jonathan,B-PERSON
41,"""",I-PERSON
41,ın,I-PERSON
41,arkadaşı,O
41,Einstein,B-PERSON
41,(,B-PERSON
41,Peter,I-PERSON
41,Lorre,I-PERSON
41,),I-PERSON
41,ve,O
41,gömülecek,O
41,bir,O
41,ceset,O
41,eşliğinde,O
41,eve,O
41,gelmesiyle,O
41,işler,O
41,iyice,O
41,sarpa,O
41,sarar,O
41,.,O
42,Nobel,B-ORG
42,Vakfı,I-ORG
42,idaresi,O
42,ve,O
42,finansal,O
42,yönetimi,O
42,için,O
42,29,B-DATE
42,Haziran,I-DATE
42,1900,I-DATE
42,tarihinde,I-DATE
42,kurulan,O
42,",",O
42,özel,O
42,kuruluş,O
42,.,O
43,Baçspor'a,B-ORG
43,arsa,O
43,tahsisiyle,O
43,başlayıp,O
43,bugüne,O
43,gelinmesinde,O
43,etkisi,O
43,olan,O
43,birçok,O
43,kişiyle,O
43,birlikte,O
43,bu,O
43,aşamaya,O
43,gelişte,O
43,maddi,O
43,manevi,O
43,desteğini,O
43,esirgemeyen,O
43,Kocaelispor,B-ORG
43,taraftarı,O
43,ve,O
43,halkının,O
43,yarattığı,O
43,Kocaelispor,B-ORG
43,artık,O
43,bir,O
43,semt,O
43,takımı,O
43,değil,O
43,tüm,O
43,kentin,O
43,takımıdır,O
43,.,O
44,Shaquille,B-ORG
44,O'neal'ın,I-ORG
44,takımı,I-ORG
44,Charles,B-ORG
44,Barkley'in,I-ORG
44,takımına,I-ORG
44,yenilmiştir,O
44,.,O
45,"""",O
45,"""",O
45,adlı,O
45,filmde,O
45,",",O
45,Gwyneth,B-PERSON
45,Paltrow,I-PERSON
45,ve,O
45,Huey,B-PERSON
45,Lewis,I-PERSON
45,ile,O
45,aynı,O
45,sahneyi,O
45,paylaştı,O
45,.,O
46,Harper,B-PERSON
46,Lee'nin,I-PERSON
46,1960'ta,B-DATE
46,yazdığı,O
46,",",O
46,aynı,O
46,adlı,O
46,çok,O
46,satan,O
46,otobiyografik,O
46,romanından,O
46,senaryosunu,O
46,Horton,B-PERSON
46,Foote'un,I-PERSON
46,uyarlayıp,O
46,yazdığı,O
46,filmi,O
46,Robert,B-PERSON
46,Mulligan,I-PERSON
46,yönetmiş,O
46,",",O
46,önemli,O
46,rollerinde,O
46,Gregory,B-PERSON
46,Peck,I-PERSON
46,",",O
46,John,B-PERSON
46,Megna,I-PERSON
46,ve,O
46,Frank,B-PERSON
46,Overton,I-PERSON
46,oynamışlardır,O
46,.,O
47,",",O
47,2009,B-DATE
47,yılında,I-DATE
47,atv,B-ORG
47,ekranlarında,O
47,yayınlanmış,O
47,televizyon,O
47,dizisi,O
47,.,O
48,Oğlu,O
48,V.,B-PERSON
48,Murat'ın,I-PERSON
48,1876,B-DATE
48,yılındaki,I-DATE
48,aylık,O
48,padişahlığı,O
48,sırasında,O
48,oldu,O
48,.,O
49,Humboldt'un,B-PERSON
49,bilim,O
49,insanları,O
49,ve,O
49,çevreciler,O
49,üzerindeki,O
49,etkileri,O
49,(,O
49,Clarence,B-PERSON
49,King,I-PERSON
49,",",O
49,Jeremiah,B-PERSON
49,N,I-PERSON
49,.,O
50,Nine,B-PERSON
50,Inch,I-PERSON
50,Nails,I-PERSON
50,",",O
50,Slayer,B-PERSON
50,",",O
50,Marilyn,B-PERSON
50,Manson,I-PERSON
50,",",O
50,No,B-PERSON
50,Doubt,I-PERSON
50,gibi,O
50,gruplarla,O
50,çalışmıştır,O
50,.,O
51,16,B-DATE
51,Mart,I-DATE
51,3019,I-DATE
51,:,O
51,Éomer,B-PERSON
51,",",O
51,komutanların,O
51,toplantısı,O
51,katıldı,O
51,ve,O
51,Aragorn,B-PERSON
51,ile,O
51,birlikte,O
51,gitmeyi,O
51,kabul,O
51,etti,O
51,.,O
52,Güzelliğinin,O
52,ve,O
52,çekiciliğinin,O
52,farkına,O
52,varıldıktan,O
52,sonra,O
52,Yamila,B-PERSON
52,",",O
52,başta,O
52,Victoria's,B-ORG
52,Secret,I-ORG
52,olmak,O
52,üzere,O
52,birçok,O
52,iç,O
52,çamaşırı,O
52,kataloğunda,O
52,ve,O
52,defilesinde,O
52,boy,O
52,gösterdi,O
52,.,O
53,Takım,O
53,maçlarını,O
53,1993,B-DATE
53,yılından,I-DATE
53,beri,I-DATE
53,stadyumunda,O
53,yapmaktadır,O
53,.,O
54,is,O
54,a,O
54,1965,B-DATE
54,romance,O
54,film,O
54,written,O
54,by,O
54,Sadık,B-PERSON
54,Şendil,I-PERSON
54,and,O
54,driected,O
54,by,O
54,Sırrı,B-PERSON
54,Gültekin,I-PERSON
54,.,O
55,2007,B-DATE
55,08,I-DATE
55,sezonunda,I-DATE
55,o,O
55,sakatlıklarla,O
55,boğuştu,O
55,ve,O
55,Lakers'taki,B-ORG
55,son,O
55,sezonunda,O
55,maç,O
55,başına,O
55,sayı,O
55,ribaunt,O
55,istatistikleri,O
55,ile,O
55,oynadı,O
55,.,O
56,Geniş,O
56,çevrelerce,O
56,",",O
56,Michelangelo'nun,B-PERSON
56,en,O
56,iyi,O
56,heykelinden,O
56,biri,O
56,ve,O
56,heykel,O
56,sanatının,O
56,bir,O
56,başyapıtı,O
56,kabul,O
56,edilmektedir,O
56,.,O
57,Children,B-PERSON
57,of,I-PERSON
57,Bodom,I-PERSON
57,",",O
57,kişiden,O
57,oluşan,O
57,ekstrem,O
57,metal,O
57,grubu,O
57,.,O
58,1949,B-DATE
58,yılına,I-DATE
58,kadar,O
58,Harvard,B-ORG
58,Computation,I-ORG
58,laboratuvarlarında,O
58,çalıştı,O
58,.,O
59,Kariyeri,O
59,boyunca,O
59,Barcelona,B-ORG
59,",",O
59,Marsilya,B-ORG
59,",",O
59,Villarreal,B-ORG
59,",",O
59,ve,O
59,Lyon,B-ORG
59,gibi,O
59,takımlarda,O
59,oynamıştır,O
59,.,O
60,Paul,B-PERSON
60,Durand,I-PERSON
60,Ruel,I-PERSON
60,(,O
60,31,B-DATE
60,Ekim,I-DATE
60,1831,I-DATE
60,5,B-DATE
60,Şubat,I-DATE
60,1922,I-DATE
60,),O
60,",",O
60,İzlenimcilik,O
60,sanat,O
60,akımının,O
60,içinde,O
60,yer,O
60,almış,O
60,.,O
61,Geçmişte,O
61,Avrupa,B-ORG
61,Birliği,I-ORG
61,Askerî,I-ORG
61,Personeli'nin,I-ORG
61,bağlı,O
61,bulunduğu,O
61,kurum,O
61,Avrupa,B-ORG
61,Birliği,I-ORG
61,Konseyi,I-ORG
61,Genel,I-ORG
61,Sekreterliği,I-ORG
61,idi,O
61,.,O
62,Flydubai,B-ORG
62,aynı,O
62,yılın,O
62,14,B-DATE
62,Temmuz,I-DATE
62,tarihinde,O
62,",",O
62,Boeing,B-ORG
62,fimasına,O
62,değerinde,O
62,adet,O
62,yeni,O
62,nesil,O
62,uçak,O
62,siparişlerini,O
62,verdi,O
62,.,O
63,Clive,B-PERSON
63,Staples,I-PERSON
63,Lewis,I-PERSON
63,(,O
63,29,B-DATE
63,Kasım,I-DATE
63,1898,I-DATE
63,22,B-DATE
63,Kasım,I-DATE
63,1963,I-DATE
63,),O
63,bir,O
63,ailede,O
63,doğan,O
63,ve,O
63,.,O
64,En,O
64,önemli,O
64,eseri,O
64,.,O
64,1868'de,B-DATE
64,",",O
64,babasına,O
64,ilk,O
64,parçasını,O
64,göstermek,O
64,ve,O
64,finansal,O
64,desteğini,O
64,almak,O
64,için,O
64,için,O
64,yolculuk,O
64,yaptı,O
64,.,O
65,Bunu,O
65,üzerine,O
65,karşı,O
65,Tyszowce,B-ORG
65,Konfederasyonu,I-ORG
65,kuruldu,O
65,.,O
66,Sümer,B-PERSON
66,doğum,O
66,yeri,O
66,olan,O
66,takımında,O
66,futbola,O
66,başlamıştır,O
66,.,O
67,İncirlik,B-ORG
67,Hava,I-ORG
67,Üssü,I-ORG
67,",",O
67,yönetimi,O
67,ve,O
67,denetimi,O
67,TSK'da,B-ORG
67,olan,O
67,",",O
67,NATO'nun,B-ORG
67,önemli,O
67,bölgesel,O
67,bir,O
67,depo,O
67,üssüdür,O
67,.,O
68,Bu,O
68,süreçte,O
68,Emrah'ın,B-PERSON
68,babası,O
68,Mehdi,B-PERSON
68,beyin,O
68,hastalığı,O
68,biraz,O
68,hafifler,O
68,.,O
69,ve,O
69,",",O
69,İyon,B-ORG
69,kent,I-ORG
69,devletlerinin,I-ORG
69,hakimiyetine,O
69,karşı,O
69,MÖ,B-DATE
69,499,I-DATE
69,494,I-DATE
69,yılları,I-DATE
69,arasında,I-DATE
69,gerçekleşen,O
69,ve,O
69,başarısızlıkla,O
69,sonuçlanan,O
69,ayaklanmayı,O
69,askeri,O
69,olarak,O
69,desteklemişlerdi,O
69,.,O
70,Tishman,B-ORG
70,Speyer,I-ORG
70,Properties,I-ORG
70,veya,O
70,Tishman,B-ORG
70,Speyer,I-ORG
70,1978,B-DATE
70,tarihinde,I-DATE
70,Jerry,B-PERSON
70,Speyer,I-PERSON
70,ve,O
70,Robert,B-PERSON
70,Tishman,I-PERSON
70,tarafından,O
70,kurulan,O
70,bir,O
70,emlak,O
70,şirketidir,O
70,.,O
71,1692,B-DATE
71,yılında,I-DATE
71,ise,O
71,yaşanırken,O
71,Salem,B-PERSON
71,",",O
71,bulunmmuştur,O
71,.,O
71,19.,B-DATE
71,yy'da,I-DATE
71,Halfrek,O
71,adıyla,O
71,bilinen,O
71,intikam,O
71,iblisi,O
71,vahşi,O
71,rakibiyle,O
71,sıkı,O
71,arkadaş,O
71,olur,O
71,.,O
72,Aleksandr,B-PERSON
72,Vladimiroviç,I-PERSON
72,Povetkin,I-PERSON
72,:,O
72,;,O
72,d.,O
72,2,B-DATE
72,Eylül,I-DATE
72,1979,I-DATE
72,",",O
72,),O
72,",",O
72,.,O
73,19,B-DATE
73,Nisan,I-DATE
73,1971'de,I-DATE
73,insanlı,O
73,uzay,O
73,istasyonu,O
73,olan,O
73,Salyut,B-ORG
73,1'i,I-ORG
73,uzaya,O
73,gönderdiler,O
73,.,O
74,",",O
74,24,B-DATE
74,Ağustos,I-DATE
74,2,I-DATE
74,Eylül,I-DATE
74,2007,I-DATE
74,tarihleri,I-DATE
74,arasında,I-DATE
74,Nagai,B-ORG
74,Stadyumu'nda,I-ORG
74,gerçekleştirilmektedir,O
74,.,O
75,Sir,B-PERSON
75,Leander,I-PERSON
75,Starr,I-PERSON
75,Jameson,I-PERSON
75,",",O
75,Jim,B-PERSON
75,olarak,O
75,da,O
75,bilinen,O
75,ve,O
75,.,O
76,Rammstein,B-PERSON
76,22,B-DATE
76,Eylül,I-DATE
76,1998'de,I-DATE
76,Korn,B-PERSON
76,",",O
76,Ice,B-PERSON
76,Cube,I-PERSON
76,",",O
76,Orgy,B-PERSON
76,",",O
76,ve,O
76,Limp,B-PERSON
76,Bizkit'in,I-PERSON
76,yer,O
76,aldığı,O
76,turnesine,O
76,katılır,O
76,böylece,O
76,da,O
76,belli,O
76,bir,O
76,fan,O
76,kitlesi,O
76,kazanır,O
76,.,O
77,İlçe,O
77,2005,B-DATE
77,yılında,I-DATE
77,ayrılarak,O
77,ayrı,O
77,bir,O
77,ilçe,O
77,olmuştur,O
77,.,O
78,Lisa,B-PERSON
78,ayrıca,O
78,Maggie'nin,B-PERSON
78,büyüdüğünde,O
78,tüm,O
78,aile,O
78,gibi,O
78,olacağından,O
78,endişe,O
78,duymaktadır,O
78,",",O
78,bu,O
78,nedenle,O
78,Maggie'ye,B-PERSON
78,kompleks,O
78,fikirlerini,O
78,öğretmektedir,O
78,.,O
79,Uri,B-ORG
79,kantonu,I-ORG
79,meclis,O
79,başkanlığı,O
79,yaptı,O
79,.,O
80,Futbola,O
80,Ceyhanspor'da,B-ORG
80,başladı,O
80,.,O
81,Filmin,O
81,uyarlandığı,O
81,aynı,O
81,adlı,O
81,roman,O
81,",",O
81,",",O
81,James,B-PERSON
81,Leo,I-PERSON
81,Herlihy,I-PERSON
81,tarafından,O
81,1965,B-DATE
81,tarihinde,I-DATE
81,yazılmıştı,O
81,.,O
82,Michael,B-PERSON
82,Bublé,I-PERSON
82,",",O
82,albümleri,O
82,ile,O
82,",",O
82,bugüne,O
82,kadar,O
82,fazla,O
82,kopya,O
82,sattı,O
82,ve,O
82,özellikle,O
82,",",O
82,",",O
82,",",O
82,",",O
82,ve,O
82,gibi,O
82,ülkelerde,O
82,büyük,O
82,ilgi,O
82,gördü,O
82,.,O
83,Baba,O
83,Karamazov'u,O
83,Lee,B-PERSON
83,J.,I-PERSON
83,Cobb,I-PERSON
83,",",O
83,oğullarını,O
83,da,O
83,Yul,B-PERSON
83,Brynner,I-PERSON
83,",",O
83,William,B-PERSON
83,Shatner,I-PERSON
83,",",O
83,Richard,B-PERSON
83,Basehart,I-PERSON
83,ve,O
83,Albert,B-PERSON
83,Salmi'nin,I-PERSON
83,canlandırdığı,O
83,filmin,O
83,kadın,O
83,oyuncuları,O
83,ise,O
83,Maria,B-PERSON
83,Schell,I-PERSON
83,",",O
83,Claire,B-PERSON
83,Bloom,I-PERSON
83,ve,O
83,Judith,B-PERSON
83,Evelyn'dir,I-PERSON
83,.,O
84,Başkan,O
84,olarak,O
84,seçildi,O
84,ve,O
84,görevini,O
84,1925'e,B-DATE
84,kadar,I-DATE
84,sürdürdü,O
84,.,O
85,Dobby,B-PERSON
85,",",O
85,Onları,O
85,Bill,B-PERSON
85,ve,O
85,Fleur'un,B-PERSON
85,evine,O
85,buharlaştırır,O
85,ve,O
85,buharlaşma,O
85,sırasında,O
85,Bellatrix'in,B-PERSON
85,Harry'ye,B-PERSON
85,attığı,O
85,gümüş,O
85,bir,O
85,bıçak,O
85,ona,O
85,gelir,O
85,ve,O
85,ardından,O
85,da,O
85,ölür,O
85,.,O
86,Onun,O
86,uykusuzluk,O
86,hastalığı,O
86,",",O
86,uyuması,O
86,halinde,O
86,içindeki,O
86,canavarın,O
86,onun,O
86,kişiliğini,O
86,yiyip,O
86,bitireceği,O
86,ve,O
86,yok,O
86,edeceği,O
86,gerçeği,O
86,nedeniyle,O
86,ortaya,O
86,çıkmıştır,O
86,",",O
86,ki,O
86,bu,O
86,durum,O
86,Gaara'yı,B-PERSON
86,daha,O
86,da,O
86,dengesiz,O
86,yapmaktadır,O
86,.,O
87,Aynı,O
87,yıl,O
87,profesörlük,O
87,unvanı,O
87,aldı,O
87,ve,O
87,Azerbaycan,B-ORG
87,Pedagoji,I-ORG
87,Üniversitesi'nde,I-ORG
87,Felsefe,O
87,Bölüm,O
87,Başkanı,O
87,atandı,O
87,.,O
