sentence_id,token,label
21,yılında,I-DATE
21,Harp,B-ORG
21,Okulu,I-ORG
21,Makine,I-ORG
21,Mühendisliği,I-ORG
21,lisans,O
21,derecesi,O
21,aldı,O
21,.,O
22,Marcus,B-PERSON
22,Aurelius,I-PERSON
22,zamanında,O
22,",",O
22,Han,O
22,hanedanı,O
22,kayıtları,O
22,166'da,B-DATE
22,bir,O
22,temsil,O
22,heyetinin,O
22,başkenti,O
22,Huan'la,B-PERSON
22,görüştüğünü,O
22,yazar,O
22,.,O
23,Sözleri,O
23,George,B-PERSON
23,Moustaki'ye,I-PERSON
23,",",O
23,müziği,O
23,Marqueritte,B-PERSON
23,Monnot'ya,I-PERSON
23,ait,O
23,",",O
23,1959,B-DATE
23,tarihli,I-DATE
23,şarkı,O
23,.,O
24,hava,O
24,keşifleri,O
24,ile,O
24,Alman,B-ORG
24,donanmasının,I-ORG
24,hareketlendiğini,O
24,anlamalarından,O
24,sonra,O
24,20,B-DATE
24,Mayıs,I-DATE
24,günü,I-DATE
24,öğlen,O
24,saatlerinde,O
24,İsveç,B-ORG
24,donanmasına,I-ORG
24,bağlı,O
24,kruvazörünün,O
24,keşif,O
24,uçakları,O
24,tarafından,O
24,yeri,O
24,belirlendi,O
24,.,O
25,Monika,B-PERSON
25,Ertl,I-PERSON
25,",",O
25,Che,B-PERSON
25,Guevara'nın,I-PERSON
25,katledilişinin,O
25,intikamını,O
25,alan,O
25,kişi,O
25,olarak,O
25,bilinir,O
25,.,O
26,Jean,B-PERSON
26,François,I-PERSON
26,Copé'nin,I-PERSON
26,UMP'ye,B-ORG
26,başkan,O
26,seçilmesiyle,O
26,beraber,O
26,bu,O
26,partiden,O
26,istifa,O
26,edip,O
26,",",O
26,UDI'ye,B-ORG
26,kayıt,O
26,olmuştur,O
26,.,O
27,5,B-DATE
27,Ekim,I-DATE
27,2009'da,I-DATE
27,DVD,O
27,",",O
27,listesine,O
27,sıradan,O
27,girdi,O
27,ve,O
27,Delta,B-PERSON
27,Goodrem'in,I-PERSON
27,adlı,O
27,konser,O
27,albümünü,O
27,geride,O
27,bıraktı,O
27,.,O
28,Porno,O
28,yıldızı,O
28,Sasha,B-PERSON
28,Grey,I-PERSON
28,ve,O
28,Eminem'in,B-PERSON
28,iki,O
28,sevgiliyi,O
28,canlandırdığı,O
28,klipte,O
28,",",O
28,kız,O
28,arkadaşı,O
28,Eminem'i,B-PERSON
28,aldatıyordur,O
28,.,O
29,Ancak,O
29,1994'ün,B-DATE
29,sonunda,O
29,",",O
29,koalisyon,O
29,ortağı,O
29,Umberto,B-PERSON
29,Bossi'nin,I-PERSON
29,",",O
29,Berlusconi'yle,B-PERSON
29,ilgili,O
29,gensoruya,O
29,destek,O
29,vermesi,O
29,hükümetin,O
29,sonunu,O
29,getirdi,O
29,.,O
30,Trezeguet,B-PERSON
30,kazanan,O
30,takımda,O
30,yer,O
30,aldı,O
30,.,O
31,Bulgaristan,B-ORG
31,Millî,I-ORG
31,Takımıyla,I-ORG
31,katıldı,O
31,ve,O
31,Bulgaristan,B-ORG
31,Millî,I-ORG
31,Takımı'nın,I-ORG
31,turnuva'da,O
31,oynadığı,O
31,karşılaşmada,O
31,forma,O
31,giydi,O
31,.,O
32,1936,B-DATE
32,yılında,I-DATE
32,Neuilly,B-PERSON
32,sur,I-PERSON
32,Seine,I-PERSON
32,",",O
32,öldü,O
32,.,O
33,10,B-DATE
33,Ocak,I-DATE
33,1990,I-DATE
33,yılında,O
33,gerçekleşti,O
33,.,O
34,",",O
34,23,B-DATE
34,Ağustos,I-DATE
34,2005,I-DATE
34,günü,O
34,oluşmaya,O
34,başladı,O
34,ve,O
34,kıyısının,O
34,orta,O
34,kuzeyi,O
34,boyunca,O
34,uğradığı,O
34,yerlerde,O
34,büyük,O
34,hasarlara,O
34,sebep,O
34,oldu,O
34,.,O
35,1969'da,B-DATE
35,çektiği,O
35,uzun,O
35,metrajlı,O
35,filmi,O
35,"""",O
35,(,O
35,),O
35,",",O
35,gösterildiğinde,O
35,olumlu,O
35,tepkiler,O
35,almadı,O
35,.,O
36,Genovese,B-PERSON
36,ayrıca,O
36,Joe,B-PERSON
36,Valachi'ye,I-PERSON
36,suikast,O
36,planlar,O
36,",",O
36,Valachi,B-PERSON
36,bunu,O
36,öğrendikten,O
36,sonra,O
36,polisten,O
36,koruma,O
36,talep,O
36,eder,O
36,ve,O
36,mafya,O
36,aleyhindeki,O
36,en,O
36,büyük,O
36,bilgi,O
36,kaynaklarından,O
36,biri,O
36,olur,O
36,.,O
37,milli,O
37,maçına,O
37,17,B-DATE
37,Nisan,I-DATE
37,1975,I-DATE
37,tarihinde,O
37,eleme,O
37,maçında,O
37,karşısında,O
37,(,O
37,",",O
37,),O
37,çıkmıştır,O
37,.,O
38,Bergkamp,B-PERSON
38,yaşında,O
38,meşhur,O
38,Ajax,B-ORG
38,Amsterdam,I-ORG
38,genç,O
38,sistemine,O
38,katıldı,O
38,.,O
39,5,B-DATE
39,Eylül,I-DATE
39,2010,I-DATE
39,Tarihinde,O
39,ile,O
39,oynadığı,O
39,maçta,O
39,yenilmesi,O
39,sonrası,O
39,9,B-DATE
39,Eylül,I-DATE
39,2010,I-DATE
39,tarihinde,O
39,milli,O
39,takımdaki,O
39,görevinden,O
39,ayrıldı,O
39,.,O
40,Abdülhamit,B-PERSON
40,",",O
40,sarayında,O
40,dinliyor,O
40,.,O
41,Geçirdiği,O
41,kalp,O
41,krizi,O
41,sonucu,O
41,Ağustos,B-DATE
41,2012'de,I-DATE
41,futbolu,O
41,bırakmıştır,O
41,.,O
42,1933,B-DATE
42,yılında,I-DATE
42,çok,O
42,amaçlı,O
42,olarak,O
42,inşa,O
42,edilen,O
42,bir,O
42,stadyum,O
42,.,O
43,Andrew,B-PERSON
43,Sarris,I-PERSON
43,",",O
43,ve,O
43,.,O
44,Almanya,B-ORG
44,Millî,I-ORG
44,Futbol,I-ORG
44,Takımı,I-ORG
44,adına,O
44,oynadığı,O
44,maç,O
44,",",O
44,8,B-DATE
44,Haziran,I-DATE
44,2005,I-DATE
44,tarihinde,O
44,Rusya,B-ORG
44,Millî,I-ORG
44,Futbol,I-ORG
44,Takımı,I-ORG
44,ile,O
44,oynanan,O
44,ve,O
44,biten,O
44,maçtı,O
44,.,O
45,1952,B-DATE
45,yılında,I-DATE
45,üyesi,O
45,oldu,O
45,.,O
46,Turahan,B-PERSON
46,Bey,I-PERSON
46,ve,O
46,olarak,O
46,adlandırılan,O
46,soyu,O
46,",",O
46,özellikle,O
46,kendini,O
46,göstermiş,O
46,bir,O
46,ailedir,O
46,.,O
47,Bu,O
47,olay,O
47,sırasında,O
47,Peyton,B-PERSON
47,",",O
47,bacağından,O
47,vurulur,O
47,ve,O
47,Lucas,B-PERSON
47,tarafından,O
47,kütüphaneye,O
47,götürülür,O
47,.,O
48,Aynı,O
48,şekilde,O
48,Balıkçı,B-PERSON
48,ve,O
48,Ali,B-PERSON
48,Kaptan,I-PERSON
48,"""",O
48,dizisinde,O
48,de,O
48,Ruleti,O
48,oynamaktadırlar,O
48,.,O
49,Terrence,B-PERSON
49,Rattigan,I-PERSON
49,",",O
49,senaryoyu,O
49,kendi,O
49,oyunu,O
49,olan,O
49,uyarlamıştır,O
49,.,O
50,Bunun,O
50,üzerine,O
50,yapımcı,O
50,Fred,B-PERSON
50,Quimby,I-PERSON
50,",",O
50,yeni,O
50,animasyon,O
50,serilerini,O
50,çekmelerini,O
50,bildirdi,O
50,.,O
51,Grup,O
51,bu,O
51,yeni,O
51,albümün,O
51,özel,O
51,bir,O
51,versiyonu,O
51,olan,O
51,Metal,B-ORG
51,Hammer'ın,I-ORG
51,mayıs,O
51,sayısında,O
51,dergiye,O
51,sundu,O
51,",",O
51,dergi,O
51,15,B-DATE
51,Nisan,I-DATE
51,2009'da,I-DATE
51,sekiz,O
51,",",O
51,5,O
51,şarkı,O
51,ile,O
51,piyasaya,O
51,sürüldü,O
51,.,O
52,Bu,O
52,kitabın,O
52,yayımlanmasından,O
52,yıl,O
52,kadar,O
52,sonra,O
52,John,B-PERSON
52,C.,I-PERSON
52,Sherwood,I-PERSON
52,",",O
52,Gray,B-PERSON
52,Barker'in,I-PERSON
52,ufolojik,O
52,fanzinindeki,O
52,metinlerin,O
52,(,O
52,makalelerindeki,O
52,metinlerin,O
52,),O
52,aslında,O
52,bilimkurgu,O
52,hikayelerinin,O
52,metinleri,O
52,olduğunu,O
52,açıkladı,O
52,.,O
53,Şubat,B-DATE
53,2007'de,I-DATE
53,ekibi,O
53,Yalovaspor'a,B-ORG
53,transfer,O
53,olarak,O
53,kez,O
53,seviye,O
53,ligde,O
53,forma,O
53,giydi,O
53,.,O
54,Sonraki,O
54,sezonda,O
54,kendine,O
54,dahada,O
54,geliştiren,O
54,Petit,B-PERSON
54,sayı,O
54,ve,O
54,rebound,O
54,ortalaması,O
54,ile,O
54,bir,O
54,kez,O
54,daha,O
54,okulunu,O
54,yaptı,O
54,ve,O
54,ve,O
54,seçildi,O
54,.,O
55,1564,B-DATE
55,yılı,I-DATE
55,ortalarında,I-DATE
55,",",O
55,Mathurin,B-PERSON
55,Romegas,I-PERSON
55,komutasındaki,O
55,birliklerin,O
55,yaptığı,O
55,bir,O
55,saldırıda,O
55,",",O
55,içlerinde,O
55,haremağası,O
55,",",O
55,İskenderiye,O
55,ve,O
55,Kahire,O
55,valileri,O
55,ve,O
55,pek,O
55,çok,O
55,önemli,O
55,tacir,O
55,esir,O
55,alındı,O
55,.,O
56,Kirilov'un,B-PERSON
56,felsefi,O
56,görüşleri,O
56,kitabın,O
56,en,O
56,merak,O
56,uyandıran,O
56,yanlarından,O
56,biridir,O
56,.,O
57,Ana,B-PERSON
57,Beatriz,I-PERSON
57,Barros,I-PERSON
57,",",O
57,daha,O
57,sonradan,O
57,ailesi,O
57,ile,O
57,birlikte,O
57,taşındı,O
57,.,O
58,filmi,O
58,Martin,B-PERSON
58,Lawrence,I-PERSON
58,ve,O
58,filmi,O
58,Steve,B-PERSON
58,Martinle,I-PERSON
58,çekildi,O
58,.,O
59,Giriş,O
59,müzikleri,O
59,.,O
59,:,O
59,Rhodes,B-PERSON
59,giriş,O
59,müziği,O
59,olarak,O
59,"""",O
59,"""",O
59,kullanıyordu,O
59,.,O
60,I.,B-PERSON
60,Juan,I-PERSON
60,Carlos,I-PERSON
60,ve,O
60,Sofa,B-PERSON
60,de,I-PERSON
60,Grecia'nın,I-PERSON
60,çocuğu,O
60,ve,O
60,oğlu,O
60,.,O
61,Oded,B-PERSON
61,Fehr,I-PERSON
61,(,O
61,:,O
61,),O
61,",",O
61,(,O
61,d.,O
61,23,B-DATE
61,Kasım,I-DATE
61,1970,I-DATE
61,",",O
61,),O
61,.,O
62,Kardeşi,O
62,Kytof,B-PERSON
62,Lavrinovi,I-PERSON
62,de,O
62,.,O
63,Bu,O
63,yayın,O
63,kapsamının,O
63,çeşitli,O
63,yönleri,O
63,",",O
63,bilimkurgu,O
63,",",O
63,orijinal,O
63,sanat,O
63,",",O
63,röportajlar,O
63,ve,O
63,haberler,O
63,dahil,O
63,olmak,O
63,üzere,O
63,",",O
63,Sci,B-ORG
63,Fi,I-ORG
63,Wire,I-ORG
63,ile,O
63,2009,B-DATE
63,Ocak,I-DATE
63,ayında,O
63,birleşti,O
63,.,O
64,Rubio,B-PERSON
64,",",O
64,profesyonel,O
64,sözleşmesini,O
64,",",O
64,2005,B-DATE
64,06,I-DATE
64,takımlarından,O
64,DKV,B-ORG
64,Joventut,I-ORG
64,ile,O
64,imzalamıştır,O
64,.,O
65,gerçekleşen,O
65,atletizm,O
65,dalında,O
65,bayrak,O
65,koşusunda,O
65,takım,O
65,arkadaşları,O
65,Patricia,B-PERSON
65,Jones,I-PERSON
65,",",O
65,Nancy,B-PERSON
65,MacKay,I-PERSON
65,ve,O
65,Diane,B-PERSON
65,Foster,I-PERSON
65,ile,O
65,birlikte,O
65,adına,O
65,bronz,O
65,madalyanın,O
65,sahibi,O
65,olmayı,O
65,başarmıştır,O
65,.,O
66,1970,B-DATE
66,yıllarında,I-DATE
66,olduğu,O
66,gibi,O
66,",",O
66,1997,B-DATE
66,senesinde,I-DATE
66,Kevin,B-PERSON
66,Keegan'ın,I-PERSON
66,yerine,O
66,Kenny,B-PERSON
66,Dalglish,I-PERSON
66,Newcastle,B-ORG
66,United,I-ORG
66,takımının,O
66,getirilmiş,O
66,.,O
67,Bu,O
67,arada,O
67,Beatrice,B-PERSON
67,ve,O
67,Benedickte,B-PERSON
67,birbirlerine,O
67,olan,O
67,duygularını,O
67,ifade,O
67,ederler,O
67,.,O
68,Fakat,O
68,hemen,O
68,sonra,O
68,İrene,B-PERSON
68,kaza,O
68,ile,O
68,attan,O
68,düşmüş,O
68,ve,O
68,daha,O
68,başka,O
68,çocuğu,O
68,olmasını,O
68,engelleyen,O
68,yaralar,O
68,almıştır,O
68,.,O
69,Rybolovlev'in,B-PERSON
69,finansal,O
69,desteği,O
69,ile,O
69,",",O
69,kulüp,O
69,2013,B-DATE
69,14,I-DATE
69,sezonu,O
69,için,O
69,",",O
69,Radamel,B-PERSON
69,Falcao,I-PERSON
69,",",O
69,Joo,B-PERSON
69,Moutinho,I-PERSON
69,",",O
69,James,B-PERSON
69,Rodrguez,I-PERSON
69,ve,O
69,Ricardo,B-PERSON
69,Carvalho,I-PERSON
69,dahil,O
69,olmak,O
69,üzere,O
69,birçok,O
69,üst,O
69,düzey,O
69,oyuncu,O
69,transferi,O
69,gerçekleştirdi,O
69,.,O
70,1987,B-DATE
70,2000,I-DATE
70,yılları,I-DATE
70,arasında,I-DATE
70,Mimar,B-ORG
70,Sinan,I-ORG
70,Üniversitesi,I-ORG
70,Devlet,I-ORG
70,Konservatuvarı,I-ORG
70,Tiyatro,O
70,Bölümünde,O
70,rol,O
70,",",O
70,diksiyon,O
70,",",O
70,mimik,O
70,ve,O
70,sahne,O
70,derslerine,O
70,girerek,O
70,",",O
70,öğretim,O
70,görevliliği,O
70,hizmetine,O
70,devam,O
70,etti,O
70,.,O
71,siperin,O
71,ele,O
71,geçirilmesi,O
71,ve,O
71,Hint,B-ORG
71,Tugayının,I-ORG
71,bu,O
71,siperlere,O
71,yerleşmesiyle,O
71,87.,B-ORG
71,İngiliz,I-ORG
71,Tugayı,I-ORG
71,ileri,O
71,harekatını,O
71,durduracak,O
71,",",O
71,en,O
71,geriden,O
71,gelen,O
71,86.,B-ORG
71,İngiliz,I-ORG
71,Tugayı,I-ORG
71,ilerleyerek,O
71,son,O
71,siperine,O
71,taarruz,O
71,edecektir,O
71,.,O
72,1302,B-DATE
72,1429,I-DATE
72,yılları,I-DATE
72,arasında,I-DATE
72,Banaz,B-PERSON
72,",",O
72,Germiyanoğulları,B-ORG
72,Beyliği'nin,I-ORG
72,idi,O
72,.,O
73,Rachel,B-PERSON
73,Karen,I-PERSON
73,Green,I-PERSON
73,",",O
73,dizisi,O
73,Jennifer,B-PERSON
73,Aniston,I-PERSON
73,tarafından,O
73,canlandırılan,O
73,kurgusal,O
73,bir,O
73,karakterdir,O
73,.,O
74,Bir,O
74,süre,O
74,sonra,O
74,354,B-DATE
74,ylında,I-DATE
74,Gallus,B-PERSON
74,idam,O
74,edildi,O
74,ve,O
74,Julianus,B-PERSON
74,da,O
74,kısa,O
74,süreliğine,O
74,hapse,O
74,atıldı,O
74,.,O
75,Richard,B-PERSON
75,Allen,I-PERSON
75,Jefferson,I-PERSON
75,",",O
75,NBA'de,B-ORG
75,Dallas,B-PERSON
75,Mavericks,I-PERSON
75,forması,O
75,giyen,O
75,.,O
76,1998,B-DATE
76,yılında,I-DATE
76,liseden,O
76,A,O
76,ile,O
76,mezun,O
76,olduktan,O
76,sonra,O
76,",",O
76,1992,B-DATE
76,ve,I-DATE
76,1998,I-DATE
76,yılları,I-DATE
76,arasında,I-DATE
76,futbol,O
76,oynarken,O
76,Münster,B-ORG
76,Üniversitesi'nde,I-ORG
76,Ekonomi,O
76,çalıştı,O
76,.,O
76,1999'da,B-DATE
76,",",O
76,bir,O
76,olan,O
76,Conny,B-PERSON
76,ile,O
76,evlendi,O
76,.,O
77,Oyuncu,O
77,dizisinde,O
77,2008,B-DATE
77,ile,I-DATE
77,2010,I-DATE
77,yıllarında,I-DATE
77,"""",O
77,Bülent,B-PERSON
77,Ziyagil,I-PERSON
77,"""",O
77,rolünü,O
77,canlandırdı,O
77,.,O
78,Haziran,B-DATE
78,2004'de,I-DATE
78,dağıtan,O
78,Sinema,B-ORG
78,Sanatları,I-ORG
78,ve,I-ORG
78,Bilimleri,I-ORG
78,Akademisi'ne,I-ORG
78,katılmak,O
78,için,O
78,davet,O
78,aldı,O
78,.,O
79,tarihinde,O
79,",",O
79,Gro,B-PERSON
79,Harlem,I-PERSON
79,Brundtland'tan,I-PERSON
79,sonra,O
79,",",O
79,1996,B-DATE
79,yılından,I-DATE
79,bu,O
79,yana,O
79,seçilen,O
79,kadın,O
79,başbakan,O
79,olacaktır,O
79,.,O
80,Kentin,O
80,malikane,O
80,hakların,O
80,sahibi,O
80,olan,O
80,"""",O
80,Dearden,B-PERSON
80,"""",O
80,ailesi,O
80,kömür,O
80,madeni,O
80,sahipleri,O
80,de,O
80,olup,O
80,bu,O
80,maden,O
80,işletmelerinden,O
80,büyük,O
80,servet,O
80,yaptılar,O
80,.,O
80,18.,B-DATE
80,yüzyıl,I-DATE
80,sonlarına,O
80,kadar,O
80,ulaşım,O
80,yük,O
80,atları,O
80,ve,O
80,atlı,O
80,arabalar,O
80,ile,O
80,sağlanmaktaydı,O
80,.,O
81,Daha,O
81,detaylı,O
81,bilgi,O
81,için,O
81,klasik,O
81,elektromagnetizma,O
81,formülasyonundaki,O
81,covariant,O
81,formülasyonu,O
81,inceleye,O
81,bilirsiniz,O
81,.,O
81,18.,B-DATE
81,yüzyılın,I-DATE
81,ortalarında,O
81,elektromanyetik,O
81,kuvveti,O
81,tanımlamak,O
81,için,O
81,girişimler,O
81,nicel,O
81,olarak,O
81,başlamıştı,O
81,.,O
82,Bu,O
82,bir,O
82,bakıma,O
82,Harry'nin,B-PERSON
82,faydasına,O
82,olmuştur,O
82,çünkü,O
82,Slughorn,B-PERSON
82,",",O
82,Harry'i,B-PERSON
82,Snape'in,B-PERSON
82,istediğinden,O
82,daha,O
82,düşük,O
82,bir,O
82,puanı,O
82,ile,O
82,F.Y.,O
82,.,O
83,Pentagon,B-ORG
83,",",O
83,askerlerin,O
83,kimyasıyla,O
83,oynandığını,O
83,ve,O
83,gerçek,O
83,kimliklerini,O
83,herkesten,O
83,gizli,O
83,tutarak,O
83,Evrensel,O
83,Askerler'i,O
83,emsal,O
83,teşkil,O
83,etmesi,O
83,için,O
83,basında,O
83,tüm,O
83,dünyaya,O
83,tanıtma,O
83,kararı,O
83,alır,O
83,ve,O
83,bir,O
83,kurtarma,O
83,operasyonuna,O
83,basını,O
83,da,O
83,davet,O
83,eder,O
83,.,O
84,Haziran,B-DATE
84,2010'da,I-DATE
84,dergisine,O
84,konuşan,O
84,Ne,B-PERSON
84,Yo,I-PERSON
84,",",O
84,Monyetta,B-PERSON
84,Shaw,I-PERSON
84,ile,O
84,bir,O
84,çocuklarının,O
84,olacağını,O
84,ve,O
84,2011,B-DATE
84,başında,I-DATE
84,dünyaya,O
84,gelmesini,O
84,beklediklerini,O
84,söyledi,O
84,.,O
85,Jefferson'un,B-PERSON
85,torunlarının,O
85,iddiası,O
85,olan,O
85,",",O
85,Sally,B-PERSON
85,Heming'in,I-PERSON
85,çocuklarının,O
85,babasının,O
85,Carr,B-PERSON
85,kardeşlerden,I-PERSON
85,biri,O
85,veya,O
85,ikisi,O
85,birden,O
85,olduğu,O
85,doğru,O
85,olamazdı,O
85,.,O
86,Aslında,O
86,bir,O
86,doktor,O
86,olmak,O
86,istemiş,O
86,",",O
86,ama,O
86,utangaçlığının,O
86,üstesinden,O
86,gelmek,O
86,için,O
86,oyunculuk,O
86,dersleri,O
86,almaya,O
86,başlayan,O
86,Ansara,B-PERSON
86,",",O
86,sonradan,O
86,bir,O
86,sanatçı,O
86,olmak,O
86,için,O
86,tutkusunu,O
86,geliştirmiştir,O
86,.,O
87,kadın,O
87,arasında,O
87,basının,O
87,ilgi,O
87,odağı,O
87,olabilmenin,O
87,yanı,O
87,sıra,O
87,",",O
87,Flynn'ı,B-PERSON
87,cezbetme,O
87,konusunda,O
87,da,O
87,kıyasıya,O
87,bir,O
87,rekabet,O
87,vardır,O
87,.,O
88,François,B-PERSON
88,buna,O
88,",",O
88,"""",O
88,krallığıma,O
88,zarar,O
88,verecek,O
88,koşulları,O
88,kabul,O
88,etmektense,O
88,Tanrı'nın,O
88,layık,O
88,gördüğü,O
88,sürece,O
88,hapiste,O
88,kalmaya,O
88,kararlıyım,O
88,"""",O
88,biçiminde,O
88,karşılık,O
88,verdi,O
88,.,O
89,Jonathan,B-PERSON
89,iktidardaki,O
89,bir,O
89,üyesidir,O
89,.,O
90,ya,O
90,da,O
90,",",O
90,milattan,B-DATE
90,önce,I-DATE
90,2.,I-DATE
90,yüzyılın,I-DATE
90,başlarında,I-DATE
90,Yeşu,B-PERSON
90,ben,I-PERSON
90,Sirak,I-PERSON
90,tarafından,O
90,yazılan,O
90,ahlaki,O
90,bir,O
90,öğreti,O
90,kitabıdır,O
90,.,O
91,Galatasaray,B-ORG
91,",",O
91,sezon,O
91,sonunda,O
91,kazanıp,O
91,",",O
91,kez,O
91,bir,O
91,kazanan,O
91,takım,O
91,olsa,O
91,da,O
91,Sergen,B-PERSON
91,",",O
91,sezon,O
91,başında,O
91,Fenerbahçe,B-ORG
91,forması,O
91,ile,O
91,kupada,O
91,maç,O
91,yaptığı,O
91,için,O
91,bu,O
91,efsane,O
91,kadroda,O
91,yer,O
91,alamadı,O
91,.,O
92,Saint,B-ORG
92,Joseph,I-ORG
92,Fransız,I-ORG
92,Lisesi'nden,I-ORG
92,mezun,O
92,olduktan,O
92,sonra,O
92,",",O
92,İstanbul,B-ORG
92,Üniversitesi,I-ORG
92,Hukuk,I-ORG
92,Fakültesi'ni,I-ORG
92,bitirdi,O
92,.,O
93,Jason,B-PERSON
